Gene_ID,MDD_1:read count,MDD_2:read count,MDD_3:read count,MDD_4:read count,MDD_5:read count,MDD_6:read count,HC_1:read count,HC_2:read count,HC_3:read count,HC_4:read count,HC_5:read count,Length,Name,Description,Entrez_geneID
ENSG00000116885,10,9,8,14,9,9,13,13,4,9,4,2788,OSCP1,organic solute carrier partner 1 [Source:HGNC Symbol;Acc:HGNC:29971],127700
ENSG00000116898,204,212,239,201,217,112,340,346,280,143,207,2863,MRPS15,mitochondrial ribosomal protein S15 [Source:HGNC Symbol;Acc:HGNC:14504],64960
ENSG00000116903,855,887,850,1118,1032,293,1519,1339,1278,505,562,5100,EXOC8,exocyst complex component 8 [Source:HGNC Symbol;Acc:HGNC:24659],149371
ENSG00000116906,716,782,808,756,1024,414,1293,1282,1100,518,639,3261,GNPAT,glyceronephosphate O-acyltransferase [Source:HGNC Symbol;Acc:HGNC:4416],8443
ENSG00000116918,834,938,1021,1078,1449,651,1313,1647,1270,987,850,6353,TSNAX,translin associated factor X [Source:HGNC Symbol;Acc:HGNC:12380],7257
ENSG00000116922,151,170,189,125,218,51,283,346,265,110,108,4443,C1orf109,chromosome 1 open reading frame 109 [Source:HGNC Symbol;Acc:HGNC:26039],54955
ENSG00000116954,221,247,172,289,281,158,349,331,329,167,236,5116,RRAGC,Ras related GTP binding C [Source:HGNC Symbol;Acc:HGNC:19902],64121
ENSG00000116962,118,125,159,59,51,12,113,85,202,36,37,5811,NID1,nidogen 1 [Source:HGNC Symbol;Acc:HGNC:7821],4811
ENSG00000116977,973,1229,1024,1327,1369,424,1650,1803,1669,515,653,9462,LGALS8,galectin 8 [Source:HGNC Symbol;Acc:HGNC:6569],3964
ENSG00000116981,0,1,1,0,4,0,0,5,4,2,1,9068,NT5C1A,"5'-nucleotidase, cytosolic IA [Source:HGNC Symbol;Acc:HGNC:17819]",84618
ENSG00000116983,77,94,82,42,76,20,58,150,122,39,109,4758,HPCAL4,hippocalcin like 4 [Source:HGNC Symbol;Acc:HGNC:18212],51440
ENSG00000116984,604,808,774,601,677,119,1431,1380,1179,326,405,19254,MTR,5-methyltetrahydrofolate-homocysteine methyltransferase [Source:HGNC Symbol;Acc:HGNC:7468],4548
ENSG00000116985,39,36,52,27,25,10,58,67,55,5,10,4826,BMP8B,bone morphogenetic protein 8b [Source:HGNC Symbol;Acc:HGNC:1075],656
ENSG00000116990,173,210,169,168,136,26,247,182,236,94,79,5063,MYCL,"MYCL proto-oncogene, bHLH transcription factor [Source:HGNC Symbol;Acc:HGNC:7555]",4610
ENSG00000116991,207,264,192,544,307,144,442,289,440,154,219,8552,SIPA1L2,signal induced proliferation associated 1 like 2 [Source:HGNC Symbol;Acc:HGNC:23800],57568
ENSG00000116996,0,0,0,0,0,0,0,0,0,0,0,2474,ZP4,zona pellucida glycoprotein 4 [Source:HGNC Symbol;Acc:HGNC:15770],57829
ENSG00000117000,744,930,963,1153,1275,544,1369,1299,1255,754,707,6232,RLF,RLF zinc finger [Source:HGNC Symbol;Acc:HGNC:10025],6018
ENSG00000117009,167,152,131,138,211,92,180,145,109,42,109,5946,KMO,kynurenine 3-monooxygenase [Source:HGNC Symbol;Acc:HGNC:6381],8564
ENSG00000117010,94,100,145,85,99,56,134,147,157,79,54,3101,ZNF684,zinc finger protein 684 [Source:HGNC Symbol;Acc:HGNC:28418],127396
ENSG00000117013,0,0,3,0,1,0,0,6,1,3,0,4408,KCNQ4,potassium voltage-gated channel subfamily Q member 4 [Source:HGNC Symbol;Acc:HGNC:6298],9132
ENSG00000117016,34,29,39,14,16,0,62,50,47,26,16,7259,RIMS3,regulating synaptic membrane exocytosis 3 [Source:HGNC Symbol;Acc:HGNC:21292],9783
ENSG00000117020,437,517,421,349,550,136,808,1048,754,296,316,16643,AKT3,AKT serine/threonine kinase 3 [Source:HGNC Symbol;Acc:HGNC:393],10000
ENSG00000117036,641,710,606,720,763,153,1160,1088,1048,410,460,6707,ETV3,ETS variant transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:3492],2117
ENSG00000117054,559,664,655,524,761,360,883,1143,758,548,561,13774,ACADM,acyl-CoA dehydrogenase medium chain [Source:HGNC Symbol;Acc:HGNC:89],34
ENSG00000117069,0,0,1,0,0,0,0,0,1,0,0,6059,ST6GALNAC5,"ST6 N-acetylgalactosaminide alpha-2,6- sialyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:19342]",81849
ENSG00000117090,441,454,484,373,468,155,552,569,493,235,304,4012,SLAMF1,signaling lymphocytic activation molecule family member 1 [Source:HGNC Symbol;Acc:HGNC:10903],6504
ENSG00000117091,779,897,903,1108,1524,909,1257,1486,1020,1068,1015,3254,CD48,CD48 molecule [Source:HGNC Symbol;Acc:HGNC:1683],962
ENSG00000117114,0,0,2,0,0,1,0,0,0,0,0,24178,ADGRL2,adhesion G protein-coupled receptor L2 [Source:HGNC Symbol;Acc:HGNC:18582],23266
ENSG00000117115,332,960,941,1373,1483,215,878,1409,1710,818,1206,6000,PADI2,peptidyl arginine deiminase 2 [Source:HGNC Symbol;Acc:HGNC:18341],11240
ENSG00000117118,569,594,473,567,800,518,680,829,646,775,676,2324,SDHB,succinate dehydrogenase complex iron sulfur subunit B [Source:HGNC Symbol;Acc:HGNC:10681],6390
ENSG00000117122,0,0,0,0,0,0,0,0,0,0,0,2712,MFAP2,microfibril associated protein 2 [Source:HGNC Symbol;Acc:HGNC:7033],4237
ENSG00000117133,534,557,582,455,711,383,726,954,636,503,569,2290,RPF1,ribosome production factor 1 homolog [Source:HGNC Symbol;Acc:HGNC:30350],80135
ENSG00000117139,387,665,560,834,705,210,1026,1024,959,382,500,24899,KDM5B,lysine demethylase 5B [Source:HGNC Symbol;Acc:HGNC:18039],10765
ENSG00000117143,170,256,302,255,295,126,374,397,363,177,235,4619,UAP1,UDP-N-acetylglucosamine pyrophosphorylase 1 [Source:HGNC Symbol;Acc:HGNC:12457],6675
ENSG00000117148,0,0,0,0,0,0,0,0,0,0,0,1844,ACTL8,actin like 8 [Source:HGNC Symbol;Acc:HGNC:24018],81569
ENSG00000117151,789,800,621,1525,1370,713,1149,1025,973,757,1021,6934,CTBS,chitobiase [Source:HGNC Symbol;Acc:HGNC:2496],1486
ENSG00000117152,0,0,0,0,0,0,0,0,0,0,0,4729,RGS4,regulator of G protein signaling 4 [Source:HGNC Symbol;Acc:HGNC:10000],5999
ENSG00000117153,541,619,674,783,855,348,950,1021,1003,448,574,3508,KLHL12,kelch like family member 12 [Source:HGNC Symbol;Acc:HGNC:19360],59349
ENSG00000117154,0,0,0,0,0,0,0,0,0,0,0,3033,IGSF21,immunoglobin superfamily member 21 [Source:HGNC Symbol;Acc:HGNC:28246],84966
ENSG00000117155,271,295,311,326,444,260,536,583,429,379,264,8563,SSX2IP,SSX family member 2 interacting protein [Source:HGNC Symbol;Acc:HGNC:16509],117178
ENSG00000117174,294,431,353,277,345,106,546,748,512,180,284,6203,ZNHIT6,zinc finger HIT-type containing 6 [Source:HGNC Symbol;Acc:HGNC:26089],54680
ENSG00000117215,4,0,1,1,3,3,0,2,3,3,0,2681,PLA2G2D,phospholipase A2 group IID [Source:HGNC Symbol;Acc:HGNC:9033],26279
ENSG00000117222,566,563,563,622,821,269,902,962,879,458,519,4404,RBBP5,"RB binding protein 5, histone lysine methyltransferase complex subunit [Source:HGNC Symbol;Acc:HGNC:9888]",5929
ENSG00000117226,1203,884,1075,1259,986,378,1025,1179,878,376,653,4284,GBP3,guanylate binding protein 3 [Source:HGNC Symbol;Acc:HGNC:4184],2635
ENSG00000117228,5938,3669,5199,6194,2503,1308,4824,5087,2635,1192,2334,6103,GBP1,guanylate binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4182],2633
ENSG00000117245,1,0,0,0,3,0,3,1,2,0,0,4470,KIF17,kinesin family member 17 [Source:HGNC Symbol;Acc:HGNC:19167],57576
ENSG00000117262,114,116,125,86,152,30,177,212,152,70,82,5561,GPR89A,G protein-coupled receptor 89A [Source:HGNC Symbol;Acc:HGNC:31984],653519
ENSG00000117266,16,13,13,11,11,0,13,7,10,2,8,6830,CDK18,cyclin dependent kinase 18 [Source:HGNC Symbol;Acc:HGNC:8751],5129
ENSG00000117280,1132,1127,1276,1200,1267,365,2225,2328,1716,630,869,3904,RAB29,"RAB29, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9789]",8934
ENSG00000117281,214,229,335,103,269,97,378,415,373,335,173,3971,CD160,CD160 molecule [Source:HGNC Symbol;Acc:HGNC:17013],11126
ENSG00000117298,1140,1228,698,2611,1097,390,2050,1589,2070,679,1080,7308,ECE1,endothelin converting enzyme 1 [Source:HGNC Symbol;Acc:HGNC:3146],1889
ENSG00000117305,239,250,234,280,266,108,382,356,293,220,195,5628,HMGCL,3-hydroxy-3-methylglutaryl-CoA lyase [Source:HGNC Symbol;Acc:HGNC:5005],3155
ENSG00000117308,29,40,41,31,34,16,80,58,42,24,39,3955,GALE,UDP-galactose-4-epimerase [Source:HGNC Symbol;Acc:HGNC:4116],2582
ENSG00000117318,125,75,61,55,73,23,134,139,115,44,50,1496,ID3,"inhibitor of DNA binding 3, HLH protein [Source:HGNC Symbol;Acc:HGNC:5362]",3399
ENSG00000117322,164,158,137,148,193,61,309,261,207,46,100,5030,CR2,complement C3d receptor 2 [Source:HGNC Symbol;Acc:HGNC:2336],1380
ENSG00000117335,13999,14458,14204,22132,22707,12801,21684,19307,19422,13873,17002,15505,CD46,CD46 molecule [Source:HGNC Symbol;Acc:HGNC:6953],4179
ENSG00000117360,812,978,977,975,840,225,1659,1689,1439,492,680,5408,PRPF3,pre-mRNA processing factor 3 [Source:HGNC Symbol;Acc:HGNC:17348],9129
ENSG00000117362,799,743,641,764,725,227,1279,1208,1118,535,575,3473,APH1A,"aph-1 homolog A, gamma-secretase subunit [Source:HGNC Symbol;Acc:HGNC:29509]",51107
ENSG00000117385,193,220,196,189,169,22,324,240,314,101,148,6766,P3H1,prolyl 3-hydroxylase 1 [Source:HGNC Symbol;Acc:HGNC:19316],64175
ENSG00000117394,286,248,512,311,192,72,502,485,390,201,164,6614,SLC2A1,solute carrier family 2 member 1 [Source:HGNC Symbol;Acc:HGNC:11005],6513
ENSG00000117395,178,211,211,167,226,102,280,353,260,104,145,3561,EBNA1BP2,EBNA1 binding protein 2 [Source:HGNC Symbol;Acc:HGNC:15531],10969
ENSG00000117399,6,21,14,3,6,0,13,10,18,1,5,2012,CDC20,cell division cycle 20 [Source:HGNC Symbol;Acc:HGNC:1723],991
ENSG00000117400,12,26,11,14,18,14,17,23,11,15,3,3937,MPL,"MPL proto-oncogene, thrombopoietin receptor [Source:HGNC Symbol;Acc:HGNC:7217]",4352
ENSG00000117407,0,0,1,0,0,0,1,1,1,0,0,2657,ARTN,artemin [Source:HGNC Symbol;Acc:HGNC:727],9048
ENSG00000117408,100,121,143,112,123,24,240,232,201,40,66,5072,IPO13,importin 13 [Source:HGNC Symbol;Acc:HGNC:16853],9670
ENSG00000117410,1533,1554,1432,2646,2210,948,2536,2324,2367,2122,1772,3239,ATP6V0B,ATPase H+ transporting V0 subunit b [Source:HGNC Symbol;Acc:HGNC:861],533
ENSG00000117411,5,9,11,8,9,7,17,15,16,3,8,5472,B4GALT2,"beta-1,4-galactosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:925]",8704
ENSG00000117419,91,118,123,77,91,17,176,173,161,50,51,2785,ERI3,ERI1 exoribonuclease family member 3 [Source:HGNC Symbol;Acc:HGNC:17276],79033
ENSG00000117425,4,3,10,2,2,1,4,11,2,4,1,5334,PTCH2,patched 2 [Source:HGNC Symbol;Acc:HGNC:9586],8643
ENSG00000117448,444,470,418,390,469,228,505,644,491,282,325,3121,AKR1A1,aldo-keto reductase family 1 member A1 [Source:HGNC Symbol;Acc:HGNC:380],10327
ENSG00000117450,542,676,686,526,835,510,454,1046,788,578,572,1682,PRDX1,peroxiredoxin 1 [Source:HGNC Symbol;Acc:HGNC:9352],5052
ENSG00000117461,50,30,41,65,67,9,115,96,67,50,33,7397,PIK3R3,phosphoinositide-3-kinase regulatory subunit 3 [Source:HGNC Symbol;Acc:HGNC:8981],8503
ENSG00000117472,2,2,0,0,0,0,2,4,3,0,0,2370,TSPAN1,tetraspanin 1 [Source:HGNC Symbol;Acc:HGNC:20657],10103
ENSG00000117475,481,560,515,553,770,474,669,753,626,527,455,3820,BLZF1,basic leucine zipper nuclear factor 1 [Source:HGNC Symbol;Acc:HGNC:1065],8548
ENSG00000117477,13,33,19,12,28,5,14,20,21,6,4,3961,CCDC181,coiled-coil domain containing 181 [Source:HGNC Symbol;Acc:HGNC:28051],57821
ENSG00000117479,121,173,111,92,190,44,204,233,199,85,103,4364,SLC19A2,solute carrier family 19 member 2 [Source:HGNC Symbol;Acc:HGNC:10938],10560
ENSG00000117480,35,41,55,37,43,8,93,80,75,30,32,2724,FAAH,fatty acid amide hydrolase [Source:HGNC Symbol;Acc:HGNC:3553],2166
ENSG00000117481,150,126,147,118,130,28,281,236,240,49,78,7856,NSUN4,NOP2/Sun RNA methyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:31802],387338
ENSG00000117500,2240,2400,2177,2414,3107,974,3247,3637,2920,1551,1696,9211,TMED5,transmembrane p24 trafficking protein 5 [Source:HGNC Symbol;Acc:HGNC:24251],50999
ENSG00000117501,0,0,0,0,0,1,0,0,0,0,1,3776,MROH9,maestro heat like repeat family member 9 [Source:HGNC Symbol;Acc:HGNC:26287],80133
ENSG00000117505,1789,1998,1904,2278,2478,1191,2700,3031,2805,1521,1720,10925,DR1,down-regulator of transcription 1 [Source:HGNC Symbol;Acc:HGNC:3017],1810
ENSG00000117519,35,20,11,16,33,23,48,60,26,19,20,2783,CNN3,calponin 3 [Source:HGNC Symbol;Acc:HGNC:2157],1266
ENSG00000117523,3604,4132,4034,4154,4183,985,7273,6159,6069,1675,2459,14189,PRRC2C,proline rich coiled-coil 2C [Source:HGNC Symbol;Acc:HGNC:24903],23215
ENSG00000117525,1,0,1,0,1,1,2,2,1,0,0,2886,F3,"coagulation factor III, tissue factor [Source:HGNC Symbol;Acc:HGNC:3541]",2152
ENSG00000117528,510,683,603,498,704,187,968,1035,893,320,446,7655,ABCD3,ATP binding cassette subfamily D member 3 [Source:HGNC Symbol;Acc:HGNC:67],5825
ENSG00000117533,693,972,851,776,1010,342,1383,1423,1205,519,633,4986,VAMP4,vesicle associated membrane protein 4 [Source:HGNC Symbol;Acc:HGNC:12645],8674
ENSG00000117543,369,364,405,267,409,301,481,753,354,373,401,5951,DPH5,diphthamide biosynthesis 5 [Source:HGNC Symbol;Acc:HGNC:24270],51611
ENSG00000117560,142,97,168,175,152,33,376,346,297,102,68,1805,FASLG,Fas ligand [Source:HGNC Symbol;Acc:HGNC:11936],356
ENSG00000117569,408,454,412,397,459,139,659,784,506,185,274,14681,PTBP2,polypyrimidine tract binding protein 2 [Source:HGNC Symbol;Acc:HGNC:17662],58155
ENSG00000117586,112,248,170,168,228,215,148,141,111,319,131,3963,TNFSF4,TNF superfamily member 4 [Source:HGNC Symbol;Acc:HGNC:11934],7292
ENSG00000117592,1173,1537,1627,2614,3011,2125,1883,2103,2001,2659,2920,2311,PRDX6,peroxiredoxin 6 [Source:HGNC Symbol;Acc:HGNC:16753],9588
ENSG00000117593,163,189,188,163,201,70,281,282,312,98,133,7353,DARS2,"aspartyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:25538]",55157
ENSG00000117594,6,1,3,6,6,0,3,2,3,7,1,1512,HSD11B1,hydroxysteroid 11-beta dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:5208],3290
ENSG00000117595,3,2,5,3,19,5,8,22,33,4,6,5106,IRF6,interferon regulatory factor 6 [Source:HGNC Symbol;Acc:HGNC:6121],3664
ENSG00000117597,322,463,463,330,396,147,794,806,475,210,263,10411,UTP25,UTP25 small subunit processome component [Source:HGNC Symbol;Acc:HGNC:28440],27042
ENSG00000117598,0,0,0,0,0,0,0,0,0,2,0,4859,PLPPR5,phospholipid phosphatase related 5 [Source:HGNC Symbol;Acc:HGNC:31703],163404
ENSG00000117600,0,2,0,0,3,0,1,8,1,0,0,5201,PLPPR4,phospholipid phosphatase related 4 [Source:HGNC Symbol;Acc:HGNC:23496],9890
ENSG00000117601,6,2,1,4,0,0,5,7,6,5,2,1721,SERPINC1,serpin family C member 1 [Source:HGNC Symbol;Acc:HGNC:775],462
ENSG00000117602,964,1264,1274,699,899,313,2124,2124,1401,550,814,7138,RCAN3,RCAN family member 3 [Source:HGNC Symbol;Acc:HGNC:3042],11123
ENSG00000117614,1284,1660,1548,1861,2421,1841,2106,2392,1921,2226,2171,3773,SYF2,SYF2 pre-mRNA splicing factor [Source:HGNC Symbol;Acc:HGNC:19824],25949
ENSG00000117616,5636,5790,5514,7902,7547,1663,9578,9673,10296,2965,3180,6730,RSRP1,arginine and serine rich protein 1 [Source:HGNC Symbol;Acc:HGNC:25234],57035
ENSG00000117620,543,653,642,456,618,146,1061,1077,933,345,366,18235,SLC35A3,solute carrier family 35 member A3 [Source:HGNC Symbol;Acc:HGNC:11023],23443
ENSG00000117625,1035,1280,1252,1313,1323,397,1982,2016,1987,642,835,9092,RCOR3,REST corepressor 3 [Source:HGNC Symbol;Acc:HGNC:25594],55758
ENSG00000117632,386,356,546,297,525,249,506,790,538,310,407,6247,STMN1,stathmin 1 [Source:HGNC Symbol;Acc:HGNC:6510],3925
ENSG00000117640,149,162,141,152,196,53,273,242,259,115,112,5797,MTFR1L,mitochondrial fission regulator 1 like [Source:HGNC Symbol;Acc:HGNC:28836],56181
ENSG00000117643,177,110,135,138,87,19,277,318,156,45,94,9702,MAN1C1,mannosidase alpha class 1C member 1 [Source:HGNC Symbol;Acc:HGNC:19080],57134
ENSG00000117650,7,6,11,5,11,2,5,15,5,2,3,3095,NEK2,NIMA related kinase 2 [Source:HGNC Symbol;Acc:HGNC:7745],4751
ENSG00000117676,1869,2168,1536,3352,2091,911,3654,3031,3568,1625,1815,5884,RPS6KA1,ribosomal protein S6 kinase A1 [Source:HGNC Symbol;Acc:HGNC:10430],6195
ENSG00000117682,175,159,124,174,142,32,299,259,239,79,99,7156,DHDDS,dehydrodolichyl diphosphate synthase subunit [Source:HGNC Symbol;Acc:HGNC:20603],79947
ENSG00000117691,67,45,32,42,64,32,99,114,102,70,55,1264,NENF,neudesin neurotrophic factor [Source:HGNC Symbol;Acc:HGNC:30384],29937
ENSG00000117697,584,729,743,678,901,552,981,962,772,647,639,13867,NSL1,NSL1 component of MIS12 kinetochore complex [Source:HGNC Symbol;Acc:HGNC:24548],25936
ENSG00000117707,1,0,0,2,0,0,1,0,3,0,1,8936,PROX1,prospero homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9459],5629
ENSG00000117713,795,917,889,1212,743,187,1777,1230,1330,463,607,15939,ARID1A,AT-rich interaction domain 1A [Source:HGNC Symbol;Acc:HGNC:11110],8289
ENSG00000117724,94,86,135,44,87,25,105,132,92,12,39,11646,CENPF,centromere protein F [Source:HGNC Symbol;Acc:HGNC:1857],1063
ENSG00000117748,873,879,1018,1011,1279,681,1450,1492,1136,931,999,1981,RPA2,replication protein A2 [Source:HGNC Symbol;Acc:HGNC:10290],6118
ENSG00000117751,628,680,721,623,894,393,876,1162,799,521,624,2815,PPP1R8,protein phosphatase 1 regulatory subunit 8 [Source:HGNC Symbol;Acc:HGNC:9296],5511
ENSG00000117758,844,1083,894,1073,1244,593,1305,1267,1151,677,742,3801,STX12,syntaxin 12 [Source:HGNC Symbol;Acc:HGNC:11430],23673
ENSG00000117791,9,18,5,11,18,10,10,21,12,9,7,2597,MTARC2,mitochondrial amidoxime reducing component 2 [Source:HGNC Symbol;Acc:HGNC:26064],54996
ENSG00000117834,15,21,9,19,18,10,27,23,30,27,26,4535,SLC5A9,solute carrier family 5 member 9 [Source:HGNC Symbol;Acc:HGNC:22146],200010
ENSG00000117859,977,1202,1166,1562,1442,703,1568,1770,1641,733,1001,10273,OSBPL9,oxysterol binding protein like 9 [Source:HGNC Symbol;Acc:HGNC:16386],114883
ENSG00000117862,28,38,21,32,48,20,55,37,44,39,43,2864,TXNDC12,thioredoxin domain containing 12 [Source:HGNC Symbol;Acc:HGNC:24626],51060
ENSG00000117868,2113,2854,2687,1854,2653,592,4589,4679,3721,1388,1497,7094,ESYT2,extended synaptotagmin 2 [Source:HGNC Symbol;Acc:HGNC:22211],57488
ENSG00000117877,4,9,1,0,4,0,3,14,1,0,0,3197,POLR1G,RNA polymerase I subunit G [Source:HGNC Symbol;Acc:HGNC:24219],10849
ENSG00000117899,490,519,459,433,476,143,783,782,619,285,297,7455,MESD,mesoderm development LRP chaperone [Source:HGNC Symbol;Acc:HGNC:13520],23184
ENSG00000117906,617,646,683,571,841,288,940,1121,839,501,505,9901,RCN2,reticulocalbin 2 [Source:HGNC Symbol;Acc:HGNC:9935],5955
ENSG00000117971,0,0,0,0,0,0,0,0,0,0,0,4984,CHRNB4,cholinergic receptor nicotinic beta 4 subunit [Source:HGNC Symbol;Acc:HGNC:1964],1143
ENSG00000117983,0,0,0,0,0,0,1,2,0,0,0,18598,MUC5B,"mucin 5B, oligomeric mucus/gel-forming [Source:HGNC Symbol;Acc:HGNC:7516]",727897
ENSG00000117984,401,411,336,670,340,108,1080,588,748,244,344,5697,CTSD,cathepsin D [Source:HGNC Symbol;Acc:HGNC:2529],1509
ENSG00000118004,0,0,0,0,0,0,0,0,0,0,0,2778,COLEC11,collectin subfamily member 11 [Source:HGNC Symbol;Acc:HGNC:17213],78989
ENSG00000118007,621,726,748,812,904,359,1059,1158,1047,477,509,7843,STAG1,stromal antigen 1 [Source:HGNC Symbol;Acc:HGNC:11354],10274
ENSG00000118017,0,1,0,0,0,0,0,0,0,0,0,1779,A4GNT,"alpha-1,4-N-acetylglucosaminyltransferase [Source:HGNC Symbol;Acc:HGNC:17968]",51146
ENSG00000118046,348,314,354,346,221,66,542,536,522,183,187,8811,STK11,serine/threonine kinase 11 [Source:HGNC Symbol;Acc:HGNC:11389],6794
ENSG00000118058,1188,1454,1581,1297,1432,196,2600,2572,2279,559,744,31469,KMT2A,lysine methyltransferase 2A [Source:HGNC Symbol;Acc:HGNC:7132],4297
ENSG00000118094,0,0,0,0,0,0,0,0,0,0,0,3182,TREH,trehalase [Source:HGNC Symbol;Acc:HGNC:12266],11181
ENSG00000118096,81,102,92,89,113,41,120,154,107,97,78,3773,IFT46,intraflagellar transport 46 [Source:HGNC Symbol;Acc:HGNC:26146],56912
ENSG00000118113,28,40,83,157,50,134,57,266,85,67,206,3437,MMP8,matrix metallopeptidase 8 [Source:HGNC Symbol;Acc:HGNC:7175],4317
ENSG00000118137,0,0,3,1,0,0,0,1,0,0,0,1096,APOA1,apolipoprotein A1 [Source:HGNC Symbol;Acc:HGNC:600],335
ENSG00000118156,2,2,1,0,0,0,5,4,6,0,1,4904,ZNF541,zinc finger protein 541 [Source:HGNC Symbol;Acc:HGNC:25294],84215
ENSG00000118160,0,0,1,0,0,0,1,0,3,0,1,5271,SLC8A2,solute carrier family 8 member A2 [Source:HGNC Symbol;Acc:HGNC:11069],6543
ENSG00000118162,59,44,39,41,20,0,38,38,31,11,13,2115,KPTN,"kaptin, actin binding protein [Source:HGNC Symbol;Acc:HGNC:6404]",11133
ENSG00000118181,6951,9234,8868,6093,11647,9745,9872,14495,8390,12376,10887,1477,RPS25,ribosomal protein S25 [Source:HGNC Symbol;Acc:HGNC:10413],6230
ENSG00000118193,16,16,24,17,17,3,20,15,27,3,8,7294,KIF14,kinesin family member 14 [Source:HGNC Symbol;Acc:HGNC:19181],9928
ENSG00000118194,1,0,0,0,0,0,2,0,0,0,0,7330,TNNT2,"troponin T2, cardiac type [Source:HGNC Symbol;Acc:HGNC:11949]",7139
ENSG00000118197,435,461,467,449,775,458,753,707,719,563,503,4410,DDX59,DEAD-box helicase 59 [Source:HGNC Symbol;Acc:HGNC:25360],83479
ENSG00000118200,101,82,70,85,84,23,150,150,65,34,54,8442,CAMSAP2,calmodulin regulated spectrin associated protein family member 2 [Source:HGNC Symbol;Acc:HGNC:29188],23271
ENSG00000118217,1850,2261,2132,3510,3613,1594,3212,3411,2703,2410,1767,14263,ATF6,activating transcription factor 6 [Source:HGNC Symbol;Acc:HGNC:791],22926
ENSG00000118231,0,0,0,0,0,0,0,0,1,0,0,642,CRYGD,crystallin gamma D [Source:HGNC Symbol;Acc:HGNC:2411],1421
ENSG00000118242,76,35,72,66,83,18,101,117,104,29,42,3638,MREG,melanoregulin [Source:HGNC Symbol;Acc:HGNC:25478],55686
ENSG00000118245,0,0,0,0,0,0,0,0,0,0,0,407,TNP1,transition protein 1 [Source:HGNC Symbol;Acc:HGNC:11951],7141
ENSG00000118246,450,561,508,416,550,249,761,946,591,340,374,9759,FASTKD2,FAST kinase domains 2 [Source:HGNC Symbol;Acc:HGNC:29160],22868
ENSG00000118257,11,22,6,7,3,0,16,15,21,1,5,13896,NRP2,neuropilin 2 [Source:HGNC Symbol;Acc:HGNC:8005],8828
ENSG00000118260,2994,3745,3065,3610,4536,2249,4479,4777,4498,3005,3086,12132,CREB1,cAMP responsive element binding protein 1 [Source:HGNC Symbol;Acc:HGNC:2345],1385
ENSG00000118263,1010,1231,991,2073,1771,511,2281,1825,2083,745,993,9616,KLF7,Kruppel like factor 7 [Source:HGNC Symbol;Acc:HGNC:6350],8609
ENSG00000118271,0,0,0,0,0,0,0,0,0,0,0,2176,TTR,transthyretin [Source:HGNC Symbol;Acc:HGNC:12405],7276
ENSG00000118276,97,76,40,67,94,48,135,104,151,93,36,5165,B4GALT6,"beta-1,4-galactosyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:929]",9331
ENSG00000118292,41,24,45,14,38,16,19,21,24,28,13,1270,C1orf54,chromosome 1 open reading frame 54 [Source:HGNC Symbol;Acc:HGNC:26258],79630
ENSG00000118298,4,5,9,3,2,2,8,8,8,1,0,3296,CA14,carbonic anhydrase 14 [Source:HGNC Symbol;Acc:HGNC:1372],23632
ENSG00000118307,18,19,12,40,29,21,21,10,12,15,17,3126,DNAI7,dynein axonemal intermediate chain 7 [Source:HGNC Symbol;Acc:HGNC:29599],55259
ENSG00000118308,2297,2559,2271,3439,3742,2293,3280,3074,3350,2362,2463,6611,IRAG2,"inositol 1,4,5-triphosphate receptor associated 2 [Source:HGNC Symbol;Acc:HGNC:6690]",4033
ENSG00000118322,0,1,2,0,0,0,2,3,0,0,0,11310,ATP10B,ATPase phospholipid transporting 10B (putative) [Source:HGNC Symbol;Acc:HGNC:13543],23120
ENSG00000118363,1091,1078,1087,1000,1468,667,1385,1675,1367,1032,1023,2967,SPCS2,signal peptidase complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:28962],9789
ENSG00000118369,52,59,51,52,41,4,120,93,66,23,22,5754,USP35,ubiquitin specific peptidase 35 [Source:HGNC Symbol;Acc:HGNC:20061],57558
ENSG00000118402,46,23,45,30,38,6,27,57,94,32,22,3013,ELOVL4,ELOVL fatty acid elongase 4 [Source:HGNC Symbol;Acc:HGNC:14415],6785
ENSG00000118407,1,5,1,5,5,0,4,4,4,0,2,8964,FILIP1,filamin A interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:21015],27145
ENSG00000118412,816,873,990,734,1008,323,1252,1322,1088,510,583,8147,CASP8AP2,caspase 8 associated protein 2 [Source:HGNC Symbol;Acc:HGNC:1510],9994
ENSG00000118418,420,471,425,381,550,181,641,764,520,289,356,1038,HMGN3,high mobility group nucleosomal binding domain 3 [Source:HGNC Symbol;Acc:HGNC:12312],9324
